,review,prediction
9255,"['high', 'quality', 'material', 'not', 'thick', 'durable', 'easy', 'touch', 'not', 'take', 'away', 'screen', 'sensitivity', 'would', 'highly', 'recommend']",2
9347,"['extremely', 'happy', 'purchase', 'sometimes', 'wonder', 'hill', 'remembered', 'shut', 'garage', 'door', 'make', 'easy', 'look', 'app', 'phone', 'initial', 'set', 'app', 'malfunctioning', 'phone', 'watched', 'video', 'simple', 'relocation', 'hub', 'away', 'garage', 'door', 'opener', 'unit', 'solved', 'problem']",2
9351,"['headphone', 'almost', 'unusable', 'constant', 'static', 'connected', 'mac', 'bluetooth', 'static', 'persists', 'without', 'noise', 'cancellation', 'able', 'use', 'microphone', 'successfully', 'well', 'folk', 'end', 'zoom', 'call', 'cannot', 'hear', 'clearly']",2
9429,"['serving', 'purpose']",2
9582,"['use', 'ipod', 'classic', 'bluetooth', 'capability', 'listen', 'tune', 'anywhere', 'portable', 'bluetooth', 'speaker', 'yay']",2
9629,"['not', 'bose', 'quality', 'bought', 'without', 'testing', 'person', 'hooking', 'disappointed', 'sound', 'quality', 'expected', 'bose']",2
9697,"['bought', 'twin', 'nephew', 'speaker', 'birthday', 'brought', 'along', 'golf', 'outing', 'simple', 'pairing', 'unbelievable', 'sound', 'ended', 'buying', 'two', 'one', 'son', 'another', 'bose', 'bookshelf', 'speaker', 'hesitant', 'take', 'point', 'sound', 'comparable']",2
9747,"['price', 'cable', 'performs', 'well', 'expensive', 'cable']",2
9804,"['not', 'expert', 'headphone', 'quality', 'love', 'earbuds', 'wanting', 'airpods', 'want', 'spend', 'fortune', 'purchased', 'not', 'regret', 'touch', 'sensor', 'pretty', 'responsive', 'come', 'handy', 'wear', 'work', 'case', 'fit', 'right', 'pocket', 'dropped', 'case', 'plenty', 'time', 'earbuds', 'sometimes', 'fall', 'depending', 'impact', 'still', 'work', 'no', 'issue', 'connecting', 'phone', 'super', 'easy', 'listen', 'one', 'earbud', 'notice', 'noise', 'cancellation', 'although', 'still', 'slightly', 'hear', 'surroundings', 'nothing', 'playing', 'audio', 'playing', 'cancel', 'depending', 'volume']",2
9959,"['pair', 'jabra', 'elite', 'imo', 'sounded', 'little', 'nicer', 'constant', 'issue', 'disconnecting', 'randomly', 'would', 'walk', 'little', 'bit', 'away', 'phone', 'get', 'call', 'earbuds', 'solid', 'no', 'disconnection', 'issue', 'ever', 'even', 'pouring', 'rain', 'think', 'battery', 'die', 'single', 'day', 'wore', 'woke', 'went', 'sleep', 'still', 'going', 'strong', 'day']",2
10022,"['family', 'always', 'grand', 'kid', 'either', 'loss', 'break', 'smaller', 'end', 'hdmi', 'connector', 'work', 'well', 'price', 'really', 'hard', 'beat', 'go', 'local', 'box', 'store', 'see', 'sell']",2
10154,"['raspberry', 'pi']",2
10166,"['headphone', 'good', 'could', 'murdered', 'wearing', 'never', 'would', 'heard', 'coming', 'course', 'mean', 'glowing', 'indorsement', 'possible', 'husband', 'bought', 'pair', 'bose', 'noise', 'canceling', 'headphone', 'trip', 'taking', 'buy', 'pair', 'joke', 'though', 'bought', 'pair', 'around', 'mine', 'work', 'well', 'also', 'mine', 'nice', 'flat', 'surface', 'ear', 'covering', 'easy', 'personalize', 'vinyl', 'sticker', 'totally', 'day', 'wearing', 'dish', 'kitchen', 'sink', 'friend', 'mine', 'dropped', 'unexpectedly', 'let', 'year', 'old', 'house', 'inside', 'running', 'amok', 'calling', 'name', 'never', 'knew', 'call', 'phone', 'rang', 'headphone', 'bluetooth', 'find', 'since', 'answering', 'called', 'name', 'kid', 'room', 'next', 'hear', 'thing', 'luckily', 'friend', 'not', 'axe', 'murdering', 'home', 'invader', 'wear', 'sketchy', 'area', 'need', 'sens', 'running', 'street', 'car', 'could', 'sneak']",2
10302,"['sound', 'wonderful', 'use', 'time']",2
10317,"['list', 'long', 'time', 'waiting', 'get', 'invite', 'finally', 'got', 'one', 'set', 'toyota', 'tacoma', 'plugged', 'auxiliary', 'cable', 'back', 'radio', 'like', 'way', 'vent', 'mount', 'make', 'easy', 'move', 'want', 'need', 'alexa', 'app', 'need', 'work', 'set', 'font', 'lowest', 'setting', 'see', 'phone', 'read', 'tired', 'old', 'eye', 'took', 'hour', 'customer', 'service', 'get', 'sinc', 'phone', 'device', 'one', 'function', 'time', 'mean', 'trip', 'like', 'listen', 'audible', 'book', 'navigate', 'map', 'come', 'phone', 'book', 'play', 'no', 'verbal', 'instruction', 'beep', 'plug', 'cell', 'phone', 'aux', 'cable', 'play', 'book', 'pause', 'verbal', 'navigation', 'instruction', 'believe', 'good', 'start', 'know', 'amazon', 'improve', 'time', 'pass']",2
10381,"['great', 'sound', 'system', 'like', 'single', 'voice']",2
10415,"['without', 'problem', 'expected']",2
10471,"['great', 'sturdy', 'tv', 'mount', 'come', 'everything', 'need', 'even', 'bolt', 'hard', 'mount', 'samsung', 'tv', 'worked', 'perfect', 'inch', 'much', 'affordable', 'say', 'home', 'depot', 'best', 'buy']",2
10492,"['printing', 'picture', 'paper', 'look', 'really', 'great']",2
10500,"['perfectno', 'complaint']",2
10719,"['really', 'like', 'little', 'speaker', 'bought', 'replace', 'amazing', 'speaker', 'amazon', 'no', 'longer', 'sell', 'though', 'would', 'love', 'louder', 'battery', 'life', 'lasted', 'bit', 'longer', 'would', 'say', 'sound', 'good', 'decent', 'bass']",2
10738,"['impressed', 'great', 'sound', 'compact', 'take', 'anywhere', 'like', 'much', 'going', 'buy', 'another', 'one', 'little', 'hesitant', 'first', 'purchase', 'thought', 'brand', 'name', 'well', 'system', 'exceeded', 'expectation', 'usually', 'give', 'review', 'want', 'take', 'time', 'write', 'anything', 'say', 'speaker', 'really', 'great', 'job', 'using', 'ipad', 'say', 'enough', 'nice', 'thing', 'not', 'techie', 'wish', 'could', 'give', 'technical', 'reason', 'good', 'say', 'like', 'way', 'sound', 'work', 'great', 'easy', 'charge', 'easy', 'use', 'looking', 'really', 'found', 'gem', 'speaker', 'system', 'ipad', 'thanks', 'cambridge', 'soundworks', 'surprised', 'best', 'way', 'possible']",2
10776,"['cheap', 'basic', 'tv', 'wall', 'mount']",2
10797,"['not', 'even', 'anywhere', 'expected', 'bose', 'battery', 'life', 'joke', 'hr', 'max', 'sound', 'quality', 'average', 'price', 'well', 'not', 'worth', 'money']",2
10895,"['amazon', 'support', 'window', 'close', 'product', 'stoped', 'recharging', 'ready', 'electronic', 'recycling', 'wow', 'worked', 'month']",2
11025,"['seem', 'nice', 'sturdy', 'headphone', 'fit', 'kid', 'well', 'adjustable', 'use', 'three', 'year', 'old', 'seven', 'year', 'old', 'ear', 'piece', 'nice', 'soft', 'well', 'keeping', 'noise', 'sound', 'nice', 'clear', 'love', 'hooked', 'together', 'bought', 'three', 'pair', 'kid', 'listen', 'thing', 'together', 'kid', 'love', 'bright', 'color', 'like', 'fold', 'le', 'likely', 'headband', 'get', 'broken', 'storage', 'microphone', 'work', 'great', 'thing', 'wish', 'would', 'change', 'let', 'lock', 'volume', 'either', 'safe', 'dcb', 'control', 'volume', 'like', 'regular', 'headphone', 'great', 'headphone', 'reasonable', 'price']",2
11070,"['added', 'echo', 'screen', 'based', 'experience', 'kitchen', 'great', 'size', 'visibility', 'without', 'large', 'echo', 'show', 'bad', 'issue', 'sound', 'quality', 'not', 'quite', 'good', 'echo', 'plus', 'wonderful', 'addition', 'smart', 'home', 'setup']",2
11173,"['terrific', 'sound', 'conectivity']",2
11202,"['almost', 'steal', 'p', 'every', 'month', 'least', 'two', 'free', 'game', 'per', 'console', 'p', 'vita', 'p', 'meaning', 'possibility', 'getting', 'free', 'game', 'plus', 'able', 'go', 'online', 'play', 'friend', 'make', 'p', 'great', 'purchase']",2
11254,"['good', 'price', 'memory', 'card']",2
11266,"['headphone', 'fit', 'adult', 'well', 'low', 'no', 'pressure', 'ear', 'head', 'microphone', 'placed', 'well', 'prevent', 'picking', 'breathing', 'easy', 'accessible', 'control', 'without', 'tangle']",2
11318,"['company', 'update', 'stick', 'constantly', 'glitching', 'zero', 'customer', 'support', 'look', 'review', 'net', 'not', 'joking', 'buy', 'fire', 'stick', 'least', 'customer', 'support']",2
11455,"['awesome', 'iphone', 'much', 'better', 'wireless', 'charger', 'tried', 'work', 'otter', 'box', 'defender']",2
11480,"['already', 'fan', 'alexa', 'expands', 'ability', 'successfully', 'opinion']",2
11513,"['great', 'sound', 'battery', 'life', 'good', 'go', 'full', 'non', 'functional', 'quickly', 'need', 'regard', 'regularly', 'not', 'depend', 'speaker', 'warn']",2
11522,"['see', 'people', 'kind', 'negative', 'experience', 'believe', 'key', 'may', 'tv', 'connected', 'wrong', 'part', 'router', 'mine', 'directv', 'att', 'fiber', 'house', 'check', 'see', 'router', 'two', 'connection', 'speed', 'mine', 'everything', 'kept', 'stalling', 'really', 'savvy', 'tech', 'guy', 'att', 'figured', 'new', 'tech', 'item', 'echo', 'etc', 'hooked', 'slower', 'speed', 'router', 'instruction', 'new', 'fire', 'stick', 'say', 'sure', 'hooked', 'work', 'higher', 'speed', 'router', 'tech', 'att', 'put', 'smart', 'tv', 'tv', 'fire', 'stick', 'guest', 'network', 'setting', 'much', 'faster', 'problem', 'disappeared', 'working', 'great', 'although', 'yet', 'figure', 'need', 'change', 'input', 'everytime', 'decide', 'watch', 'streaming', 'tv', 'go', 'back', 'regular', 'directv']",2
11525,['good'],2
11547,"['facile', 'installer', 'procedure', 'installation', 'tres', 'simple', 'dans', 'application', 'facile', 'configurer', 'fonctionne', 'merveille', 'avec', 'alexa', 'je', 'vais', 'en', 'acheter', 'autres', 'est', 'certain']",2
11675,"['designed', 'happy', 'cable']",2
11769,"['like', 'sound', 'not', 'distorted', 'lot', 'bad', 'high', 'pitched', 'recommend', 'reading', 'direction', 'find', 'right', 'rubber', 'insert', 'included', 'fall', 'go', 'style', 'kind']",2
11874,"['doubt', 'tripod', 'lever', 'used', 'clamp', 'leg', 'place', 'flimsy', 'broke', 'old', 'tripod', 'much', 'higher', 'quality', 'clamp', 'much', 'care', 'way', 'camera', 'attache', 'compared', 'old', 'pod', 'either', 'suppose', 'time', 'tell']",2
11902,"['awesome', 'glad', 'bought', 'work', 'perfectly']",2
11904,"['headphone', 'bomb', 'put', 'block', 'everything', 'else', 'around', 'child', 'older', 'kid', 'btw', 'gotten', 'habit', 'taping', 'shoulder', 'get', 'attention', 'hear', 'looking', 'amazing', 'set', 'headphone', 'look', 'no']",2
11909,"['hook', 'fast', 'easy']",2
11947,"['fantastic', 'blue', 'tooth', 'transmitter', 'receiver', 'bought', 'second', 'one', 'another', 'unit', 'excellent', 'product']",2
12006,"['exelente', 'consola', 'con', 'buenos', 'juegos', 'para', 'ninos']",2
12083,"['bought', 'daughter', 'tv', 'bedroom', 'work', 'great']",2
12254,"['packaging', 'presentation', 'good', 'includes', 'decent', 'bag', 'carry', 'cable', 'material', 'feel', 'bit', 'loose', 'lightweight', 'would', 'expect', 'paired', 'right', 'away', 'computer', 'struggled', 'pair', 'iphone', 'helpful', 'teenager', 'tm', 'pointed', 'bluetooth', 'protocol', 'mean', 'pair', 'device', 'already', 'paired', 'something', 'else', 'unpair', 'first', 'know', 'obviously', 'not', 'cowin', 'issue', 'one', 'wish', 'included', 'documentation', 'low', 'rating', 'seem', 'related', 'sound', 'quality', 'good', 'although', 'apparently', 'voice', 'sound', 'thin', 'tinny', 'listener']",2
12268,"['match', 'black', 'p', 'color', 'charge', 'quick', 'light', 'indicator', 'charged', 'done', 'would', 'recommend']",2
12281,"['work', 'upon', 'receiving', 'sending', 'back']",2
12385,"['ordered', 'ring', 'light', 'capturing', 'family', 'portrait', 'holiday', 'season', 'everyone', 'one', 'place', 'arrived', 'fast', 'plenty', 'time', 'even', 'need', 'look', 'instruction', 'set', 'intuitive', 'test', 'shot', 'turned', 'beautiful', 'happy', 'choice', 'get', 'one']",2
12408,"['work', 'great', 'always', 'worried', 'leaving', 'door', 'unlocked', 'easily', 'check', 'anywhere']",2
12419,"['reason', 'give', 'five', 'star', 'firmware', 'issue', 'wait', 'twenty', 'minute', 'devise', 'resolve', 'could', 'not', 'find', 'communicate', 'opener', 'craftsman', 'update', 'connected', 'network', 'twenty', 'minute', 'installed', 'easily', 'direction', 'said', 'would', 'work', 'perfectly', 'already', 'opened', 'closed', 'mile', 'away', 'awesome', 'type', 'controlhave', 'not', 'connected', 'alexa']",2
12462,"['bought', 'wear', 'running', 'treadmill', 'work', 'great', 'use', 'iphone', 'glad', 'spend', 'extra', 'money', 'apple', 'airpods', 'look', 'silly', 'seem', 'disappear', 'dark', 'hair', 'similar', 'sound', 'quality', 'whether', 'listening', 'music', 'call', 'although', 'use', 'lot', 'call', 'kit', 'come', 'rubber', 'earbuds', 'several', 'size', 'find', 'size', 'fit', 'ear', 'good', 'seal', 'nice', 'packaging', 'good', 'service', 'recommend', 'especially', 'sale']",2
12543,"['love', 'durability', 'fit', 'phone']",2
12665,"['fonctionne', 'tres', 'bien', 'jai', 'installer', 'un', 'watercool', 'evga', 'clc', 'est', 'red', 'dead', 'redemption', 'en', 'ultra', 'fps', 'avec', 'une', 'evga', 'rtx', 'super', 'hybrid', 'go', 'dans', 'un', 'corsair', 'black', 'mirror']",2
12700,"['bought', 'teen', 'grandson', 'love', 'really', 'enamored', 'mouse', 'may', 'order', 'one', 'shipped', 'quickly', 'exceeded', 'expectation']",2
12794,"['good', 'quality', 'paper']",2
12807,"['work', 'great', 'pi']",2
12862,['like'],2
12888,"['great', 'sound', 'great', 'price']",2
12900,['great'],2
12939,"['fairly', 'easy', 'install', 'bit', 'disappointed', 'price', 'not', 'dimming', 'function', 'able', 'work', 'around', 'wifi', 'light', 'bulb']",2
12960,"['love', 'big', 'screen', 'please', 'keep', 'giving', 'larger', 'screen', 'size', 'option']",2
12971,"['ok', 'much', 'improvement', 'old', 'year', 'hoping', 'room', 'awesome', 'download', 'use', 'many', 'apps', 'watch', 'yeah', 'get', 'tired', 'get', 'rid', 'apps', 'free', 'space', 'increase', 'speed', 'come', 'situation', 'yesterday', 'took', 'min', 'second', 'googler', 'u', 'figure', 'thought', 'tv', 'gone', 'done', 'shutting', 'called', 'manufacturer', 'called', 'tv', 'repair', 'shop', 'yeah', 'thought', 'tv', 'done', 'turn', 'program', 'remote', 'tv', 'firestick', 'remote', 'happen', 'not', 'something', 'need', 'fixed', 'glitch', 'firestick', 'remote', 'going', 'haywire', 'turning', 'tv', 'repeated', 'onset', 'could', 'unplug', 'firestick', 'tv', 'nothing', 'would', 'reset', 'go', 'program', 'firestick', 'tv', 'downstairs', 'house', 'get', 'stop', 'crazy']",2
13028,"['bought', 'several', 'pair', 'dollar', 'headphone', 'star', 'amazon', 'rating', 'wife', 'retiring', 'know', 'able', 'listen', 'music', 'level', 'would', 'like', 'paid', 'lot', 'speaker', 'curtail', 'use', 'drastically', 'headphone', 'equal', 'happy', 'marriage', 'everyone', 'head', 'ear', 'taste', 'music', 'different', 'rather', 'buy', 'one', 'expensive', 'pair', 'hope', 'best', 'picked', 'dollar', 'range', 'tried', 'different', 'model', 'different', 'brand', 'anything', 'oneodio', 'hand', 'best', 'cowin', 'look', 'beautiful', 'sound', 'like', 'listening', 'high', 'end', 'stereo', 'outside', 'room']",2
13091,"['changed', 'camera', 'twice', 'thought', 'may', 'problem', 'camera', 'still', 'see', 'issue', 'playback', 'not', 'working', 'show', 'line', 'try', 'play', 'recorded', 'video', 'image', 'mean', 'read', 'capacity', 'card', 'slow', 'requested', 'replacement']",2
13133,"['heard', 'much', 'thought', 'would', 'give', 'try', 'love', 'one', 'part', 'safety', 'issue', 'sometimes', 'inconvenient', 'want', 'tell', 'alexa', 'something', 'respond', 'passenger', 'go', 'alexa', 'app', 'say', 'passenger', 'not', 'respond', 'back', 'glad', 'got', 'problem', 'setting', 'try', 'finally', 'started', 'working']",2
13167,"['todo', 'en', 'orden']",2
13199,"['got', 'today', 'charged', 'synced', 'bluetooth', 'window', 'desktop', 'without', 'issue', 'tao', 'broke', 'time', 'year', 'least', 'worked', 'tao', 'would', 'sync', 'hit', 'play', 'got', 'sound', 'simple', 'easy', 'worked', 'expected', 'put', 'head', 'first', 'thing', 'notice', 'tight', 'sealed', 'ear', 'pressure', 'ear', 'pain', 'headache', 'maybe', 'noise', 'cancelling', 'geesh', 'stand', 'anyways', 'hit', 'play', 'youtube', 'vid', 'nothing', 'no', 'sound', 'video', 'playing', 'no', 'sound', 'everything', 'turned', 'nothing', 'google', 'issue', 'see', 'lot', 'problem', 'got', 'setting', 'something', 'finally', 'get', 'sound', 'not', 'sure', 'sound', 'horrible', 'fuzzy', 'little', 'distorted', 'definitely', 'something', 'wrong', 'no', 'idea', 'one', 'suggestion', 'uninstall', 'driver', 'try', 'connects', 'fine', 'no', 'sound', 'never', 'got', 'sound', 'eventually', 'head', 'started', 'feel', 'like', 'going', 'mountain', 'remove', 'uninstall', 'driver', 'put', 'piece', 'crap', 'back', 'box', 'get', 'refund', 'many', 'good', 'wireless', 'headphone', 'market', 'deal', 'something', 'difficult', 'frustrating', 'pas']",2
13221,"['work', 'expected']",2
13383,"['small', 'easy', 'install', 'use', 'problem', 'tcl', 'tv', 'not', 'compatible', 'universal', 'remote', 'bose']",2
13565,"['mounted', 'dozen', 'wall', 'mounted', 'tv', 'past', 'year', 'mount', 'best', 'ever', 'seen', 'well', 'built', 'many', 'problem', 'associated', 'tv', 'wall', 'mounting', 'eliminated', 'one', 'instruction', 'clear', 'concise', 'well', 'illustrated', 'seems', 'strong', 'would', 'probably', 'hold', 'much', 'weight', 'rated', 'love', 'pull', 'tab', 'lock', 'unlock', 'tv', 'rail', 'make', 'installing', 'uninstalling', 'cleaning', 'much', 'easier', 'not', 'reach', 'behind', 'unit', 'screwdriver', 'loosen', 'screw']",2
13568,"['work', 'great', 'wyzesense', 'not', 'camera', 'someone', 'walk', 'camera', 'get', 'video', 'event', 'delayed', 'work', 'need']",2
13634,"['easy', 'install', 'plenty', 'extra', 'hardware', 'fit', 'seems', 'like', 'tv']",2
13673,"['door', 'opener', 'arrived', 'time', 'packed', 'well', 'shipping', 'easy', 'install', 'little', 'bit', 'tricky', 'program', 'not', 'technologically', 'proficient', 'like', 'said', 'must', 'easy', 'install', 'connectivity', 'bit', 'slow', 'need', 'plan', 'ahead', 'using', 'minimize', 'waiting', 'connect', 'sending', 'open', 'close', 'command', 'great', 'option', 'universal', 'remote', 'garage', 'door']",2
13719,"['loved', 'much', 'got', 'one', 'back', 'yard', 'well']",2
13723,"['live', 'mountain', 'new', 'mexico', 'want', 'spend', 'lot', 'knew', 'going', 'get', 'couple', 'channel', 'without', 'pluging', 'putting', 'window', 'get', 'channel', 'great', 'product', 'great', 'price']",2
13769,"['arrived', 'blazing', 'fast', 'expected', 'though', 'glitch', 'fix', 'main', 'one', 'experience', 'no', 'audio', 'setup', 'using', 'audio', 'tv', 'searched', 'online', 'review', 'not', 'find', 'solution', 'worked', 'great', 'deal', 'troubleshooting', 'found', 'problem', 'solution', 'fyi', 'older', 'model', 'led', 'insignia', 'tv', 'using', 'audio', 'tv', 'no', 'external', 'speaker']",2
13798,"['great', 'product', 'highly', 'recommended', 'bluetooth', 'connection']",2
13968,"['someone', 'not', 'purchased', 'many', 'digital', 'thing', 'skeptic', 'playstation', 'network', 'came', 'brand', 'new', 'playstation', 'hence', 'went', 'month', 'card', 'instead', 'month', 'card', 'first', 'day', 'put', 'code', 'got', 'copy', 'binary', 'domain', 'poker', 'night', 'inventory', 'dollar', 'value', 'free', 'playstation', 'plus', 'game', 'month', 'wowzers']",2
13990,"['due', 'recent', 'burglary', 'decided', 'invest', 'type', 'security', 'came', 'across', 'glad', 'job', 'video', 'quality', 'good', 'say', 'took', 'time', 'get', 'connect', 'eventually', 'worked']",2
14030,"['need', 'help', 'using', 'day', 'worked', 'well', 'suddenly', 'stopped', 'get', 'work', 'say', 'error', 'already', 'followed', 'entire', 'tutorial', 'manufacturer', 'no', 'way', 'think', 'return']",2
14066,"['able', 'wire', 'without', 'sensor', 'since', 'opener', 'myq', 'ready', 'quick', 'chat', 'customer', 'service', 'help', 'system', 'get', 'setup', 'running', 'highly', 'recommended']",2
14093,"['managed', 'break', 'much', 'use', 'business', 'travel', 'shoving', 'tight', 'laptop', 'bag', 'et', 'cowin', 'customer', 'support', 'absolutely', 'great', 'managed', 'find', 'way', 'get', 'fast', 'replacement', 'great', 'product', 'great', 'product', 'service', 'recommend', 'cowin', 'anyone', 'looking', 'good', 'noise', 'cancelling', 'headphone', 'super', 'competitive', 'price']",2
14104,"['done', 'exactly', 'supposed', 'still', 'using']",2
14125,"['think', 'best', 'need', 'swivel', 'needed', 'tilting', 'downward', 'mount', 'tight', 'firmly', 'attached', 'wall', 'stud', 'forget', 'prepare', 'stud', 'finder']",2
14187,"['amazingly', 'enough', 'working', 'fine', 'samsung', 'odyssey', 'plus', 'extension', 'cable', 'female', 'female', 'adapter']",2
14224,['good'],2
14316,"['edited', 'star', 'excellent', 'customer', 'servicesound', 'quality', 'acceptable', 'not', 'perfect', 'good', 'enough', 'casual', 'music', 'phone', 'call', 'note', 'speaker', 'sound', 'significantly', 'better', 'call', 'people', 'say', 'cell', 'phone', 'microphone', 'noticeably', 'superior', 'microphone']",2
14352,"['one', 'projector', 'came', 'cracked']",2
14385,"['awful', 'broke', 'within', 'week', 'rubber', 'ripped', 'sound', 'crackled', 'feel', 'bad', 'daughter', 'said', 'buy', 'use', 'went', 'return', 'forgot', 'past', 'return', 'window', 'brand', 'new', 'speaker', 'even', 'use', 'broke', 'buy', 'put', 'backpack', 'way', 'book', 'hit', 'caused', 'rip']",2
14497,"['love', 'roku', 'one', 'living', 'room', 'one', 'bedroom']",2
14544,"['great', 'first', 'month', 'easy', 'set', 'voice', 'control', 'alexa', 'one', 'day', 'stopped', 'working', 'thought', 'may', 'usb', 'power', 'supply', 'tested', 'ok']",2
14573,"['reason', 'dont', 'know', 'laptop', 'seems', 'not', 'recognize', 'card', 'card', 'read', 'really', 'inconvenient']",2
14581,"['highly', 'disappointed', 'product', 'installed', 'directed', 'video', 'app', 'half', 'time', 'tell', 'garage', 'door', 'open', 'not', 'reset', 'already', 'dead', 'water', 'saying', 'garage', 'opening', 'say', 'get', 'pay', 'open', 'close', 'garage', 'time', 'not', 'worth']",2
14755,"['useful', 'portable', 'easy', 'quick', 'set']",2
14771,"['worked', 'fine', 'phone', 'samsung', 'pc', 'hear', 'breathe', 'sometimes', 'assuming', 'normal', 'thing', 'first', 'earbuds', 'ever', 'used', 'sound', 'great', 'completely', 'comfortable', 'odd', 'bit', 'not', 'wirelessly', 'charge', 'using', 'wireless', 'charger', 'use', 'phone', 'give', 'no', 'indication', 'wirelessly', 'charge', 'no', 'matter', 'put', 'charger', 'charge', 'fine', 'using', 'included', 'usb', 'cable', 'though', 'weird', 'manual', 'could', 'improved', 'explaining', 'four', 'blue', 'charging', 'light', 'case', 'mean']",2
14830,"['great', 'speaker', 'charge', 'last', 'long', 'time', 'durable', 'compact', 'play', 'quite', 'loud', 'small', 'speaker', 'house', 'would', 'definitely', 'recommend']",2
14865,"['not', 'like', 'earbuds', 'go', 'ear', 'always', 'kind', 'go', 'around', 'neck', 'took', 'chance', 'buying', 'sound', 'fine', 'worked', 'expected', 'bus', 'wanted', 'make', 'sure', 'didnt', 'lose', 'sit', 'anywhere', 'bought', 'keychain', 'case', 'cover', 'keep', 'put', 'away', 'not', 'use', 'thought', 'bud', 'locked', 'place', 'inside', 'case', 'wanted', 'use', 'gone', 'guess', 'fall', 'case', 'feel', 'lock', 'close', 'avoid', 'happening']",2
14897,"['excited', 'upgrade', 'galaxy', 'bud', 'new', 'galaxy', 'bud', 'today', 'extra', 'battery', 'kife', 'hour', 'meant', 'could', 'wear', 'bud', 'longer', 'day', 'improved', 'sound', 'anazing', 'feature', 'not', 'touted', 'yet', 'think', 'make', 'bud', 'number', 'ambient', 'noise', 'feature', 'includes', 'option', 'increase', 'ambient', 'noise', 'volume', 'love', 'hearing', 'loss', 'issue', 'could', 'use', 'hearing', 'aid', 'bud', 'actually', 'allow', 'hear', 'much', 'better', 'without', 'expensive', 'hearing', 'aid']",2
14914,"['love', 'tell', 'door', 'opened', 'closed', 'locked']",2
14915,"['bought', 'granddaughter', 'price', 'good', 'tripod', 'looked', 'decent', 'however', 'aware', 'say', 'pack', 'stupidly', 'notice', 'probably', 'could', 'better', 'spent', 'amount', 'bit', 'better', 'single', 'product', 'however', 'really', 'want', 'two', 'certainly', 'decent', 'enough', 'beginner', 'videography']",2
14934,"['velocidad', 'capacidad', 'volumen', 'precio', 'pff', 'una', 'ganga', 'no', 'tengo', 'ningun', 'inconveniente', 'con', 'este', 'equipo', 'la', 'ram', 'ahora', 'e', 'suficiente', 'pero', 'e', 'facil', 'cambiarla', 'por', 'una', 'ma', 'grande', 'tambien', 'puedes', 'cambiarle', 'el', 'ssd', 'si', 'necesitas', 'ma', 'espacio']",2
14976,"['ordered', 'opened', 'brand', 'new', 'left', 'joystick', 'drifting', 'drastically', 'making', 'controller', 'unusable', 'thought', 'hmm', 'maybe', 'got', 'bad', 'one', 'return', 'send', 'another', 'one', 'got', 'second', 'one', 'exact', 'problem', 'left', 'stick', 'drifting', 'drastically', 'downward', 'sent', 'back', 'never', 'purchase', 'another', 'one', 'expected', 'quality', 'product', 'name', 'brand', 'got', 'broken', 'mess']",2
15032,"['gift', 'card', 'people']",2
15063,"['great', 'sound', 'hold', 'good', 'signal', 'fair', 'distance', 'phone', 'nice', 'projection', 'without', 'distortion', 'used', 'inside', 'amd', 'outside']",2
15075,"['like', 'bluetooth', 'speaker', 'good', 'sound', 'especially', 'upper', 'loudness', 'level', 'also', 'microphone', 'use', 'android', 'window', 'device', 'respective', 'assistant', 'experience', 'using', 'office', 'pc', 'grabbing', 'speaker', 'going', 'outside', 'phone', 'kitchen', 'really', 'quite', 'seamless']",2
15098,"['roku', 'best', 'remote', 'best', 'speed', 'good', 'picture', 'good', 'air', 'play', 'mini', 'apple', 'firestick', 'smart', 'tv', 'roku', 'tv', 'smart', 'tv', 'best', 'streaming', 'device', 'order', 'roku', 'firestick', 'air', 'mini', 'air', 'mini', 'would', 'clear', 'choice', 'except', 'cannot', 'run', 'certain', 'apps', 'others', 'hulu', 'ugh']",2
15126,"['really', 'pleased', 'easy', 'set', 'get', 'bracket', 'level', 'tv', 'basically', 'clip', 'right', 'onto']",2
15207,"['purchased', 'keep', 'apartment', 'trust', 'issue', 'management', 'awesome', 'pick', 'dog', 'barking', 'notifies', 'every', 'movement', 'away', 'easily', 'speak', 'whoever', 'set', 'easy', 'put', 'sd', 'card', 'idk', 'really', 'need', 'regardless', 'figured', 'every', 'function', 'know', 'keep', 'plugged', 'not', 'far', 'kept', 'plugged', 'way', 'better', 'price', 'one', 'originally', 'looking', 'never', 'showed', 'amazon', 'feed', 'looking', 'camera', 'idk', 'recommend', 'camera', 'get', 'lot']",2
15367,"['work', 'described']",2
15654,"['everyone', 'want', 'durable', 'cable', 'fray', 'tear', 'usual', 'place', 'one', 'built', 'like', 'tank', 'cable', 'thicker', 'stiffer', 'get', 'cable', 'hard', 'pressed', 'think', 'tear', 'yanking', 'around', 'people', 'cable', 'wife', 'go', 'one', 'every', 'week', 'using', 'one', 'week', 'look', 'like', 'day', 'look', 'though', 'finally', 'found', 'one', 'destroy', 'regarding', 'case', 'iphones', 'lightning', 'connector', 'fit', 'no', 'problem', 'cable', 'trim', 'connector', 'hole', 'case', 'make', 'connector', 'head', 'fit', 'head', 'one', 'sleek', 'enough', 'fit', 'fine', 'case', 'phone', 'without', 'interference']",2
