,review,prediction
6897,"['e', 'muy', 'bueno', 'facil', 'de', 'instalar']",4
6913,"['every', 'room', 'house', 'great', 'app', 'easy', 'use']",4
6918,"['great', 'purchase', 'looking', 'inexpensive', 'earbuds', 'good', 'sound', 'quality', 'tried', 'one', 'pair', 'apple', 'styled', 'soundpeats', 'actually', 'good', 'lacked', 'bass', 'quality', 'looking', 'settled', 'tozo', 'number', 'review', 'not', 'disappointed', 'one', 'bit', 'keep', 'mind', 'not', 'audiophile', 'quality', 'job', 'well', 'reason', 'could', 'select', 'earbud', 'listen', 'soundpeats', 'allows', 'listening', 'thru', 'right', 'earbud', 'would', 'recommend', 'gym', 'casual', 'listening', 'stay', 'ear', 'well']",4
6924,"['ordered', 'boyfriend', 'work', 'update', 'customer', 'service', 'sent', 'working', 'pair', 'headphone', 'first', 'review', 'work', 'well', 'cancel', 'sound', 'well']",4
6926,['great'],4
6941,"['best', 'quality', 'cost']",4
6953,"['wow', 'project', 'worth', 'every', 'penny', 'great', 'product', 'camera', 'wansview', 'camera', 'one', 'better', 'quality', 'set', 'took', 'like', 'minute', 'super', 'easy', 'husband', 'usually', 'connects', 'kind', 'thing', 'no', 'problem']",4
6960,"['great', 'product', 'child', 'school']",4
6969,"['great', 'camera', 'keeping', 'tab', 'remote', 'location', 'worked', 'well', 'peeking', 'house', 'vacationing']",4
6974,"['found', 'setup', 'extremely', 'difficult', 'cant', 'get', 'control', 'compatible', 'garage', 'door', 'opener', 'cant', 'recommend', 'product', 'anyone', 'look', 'forward', 'product', 'ring', 'nest', 'amazon', 'google', 'etc', 'replace']",4
7004,['great'],4
7005,"['bought', 'field', 'shoot', 'camera', 'not', 'near', 'video', 'village', 'cable', 'designed', 'pas', 'thru', 'high', 'speed', 'rather', 'thick', 'not', 'flexible', 'great']",4
7030,"['good', 'price', 'paper']",4
7032,"['like', 'new', 'fire', 'stick', 'remote', 'turn', 'tv', 'adjust', 'volume', 'use', 'remote', 'anymore', 'old', 'fire', 'stick', 'turn', 'tv', 'adjust', 'volume', 'tv', 'remote', 'everything', 'else', 'fire', 'stick', 'remote', 'everything', 'one', 'remote', 'great']",4
7045,"['waited', 'long', 'time', 'one', 'finally', 'say', 'proud', 'one', 'shoot', 'youtube', 'video', 'using', 'ring', 'light', 'make', 'video', 'much', 'amazing']",4
7058,"['man', 'best', 'headphone', 'ever']",4
7071,"['easy', 'install', 'existing', 'myq', 'hub', 'added', 'easily', 'note', 'existing', 'hub', 'required']",4
7072,"['make', 'great', 'cable', 'audio', 'visual', 'great', 'price', 'need', 'cable', 'make', 'sure', 'buy', 'amazonbasics', 'simply', 'amazing', 'built', 'last']",4
7082,"['spending', 'year', 'europe', 'needed', 'go', 'pro', 'type', 'camera', 'variety', 'situation', 'akaso', 'ek', 'saved', 'ton', 'money', 'come', 'extensive', 'set', 'mounting', 'device']",4
7103,"['update', 'dropped', 'one', 'earbuds', 'stopped', 'charging', 'replaced', 'white', 'set', 'notice', 'difference', 'product', 'description', 'white', 'set', 'touch', 'interface', 'rather', 'button', 'quite', 'sensitive', 'getting', 'hang', 'battery', 'life', 'half', 'long', 'black', 'set', 'button', 'comparable', 'audio', 'quality', 'happy', 'purchase', 'increasing', 'rating', 'star', 'purchased', 'earbuds', 'replace', 'older', 'pair', 'nearly', 'identical', 'spec', 'different', 'manufacturer', 'earbuds', 'immediately', 'impressed', 'excellent', 'sound', 'quality', 'noise', 'cancelling', 'work', 'warehouse', 'decibel', 'level', 'point', 'osha', 'requires', 'wearing', 'earplug', 'really', 'important', 'far', 'outstrips', 'old', 'earbuds', 'one', 'still', 'work', 'acceptably', 'quieter', 'environment', 'work', 'clearly', 'hear', 'audiobooks', 'max', 'volume', 'old', 'one', 'new', 'earbuds', 'still', 'safe', 'volume', 'phone', 'hear', 'crystal', 'clarity']",4
7105,"['forgot', 'charging', 'cable', 'home', 'vacation', 'ordered', 'new', 'one', 'arrived', 'day', 'later', 'seems', 'sturdy', 'charge', 'ipad', 'like', 'original', 'cable']",4
7108,['good'],4
7133,"['boyfriend', 'love', 'charger', 'iphone', 'always', 'forgets', 'charge', 'phone', 'night', 'work', 'better', 'set', 'not', 'think', 'plugging', 'not', 'work', 'fine', 'case', 'even', 'case', 'pop', 'socket', 'would', 'recommend']",4
7138,"['la', 'consola', 'e', 'muy', 'buena', 'por', 'si', 'sola', 'ma', 'si', 'la', 'compras', 'en', 'alguna', 'oferta', 'lo', 'que', 'queria', 'compartir', 'e', 'la', 'excelente', 'atencion', 'por', 'parte', 'de', 'amazon', 'ya', 'que', 'la', 'consola', 'que', 'compre', 'llego', 'con', 'el', 'conocido', 'defecto', 'de', 'nintendo', 'switch', 'el', 'joycon', 'drift', 'por', 'lo', 'cual', 'pedi', 'el', 'envio', 'de', 'otra', 'nueva', 'la', 'cual', 'fue', 'enviada', 'un', 'dia', 'despues', 'la', 'atencion', 'fue', 'perfecta', 'en', 'todo', 'momento', 'recomiendo', 'comprarlo', 'por', 'amazon']",4
7149,"['purchased', 'one', 'antenna', 'month', 'ago', 'absolutely', 'love', 'live', 'rural', 'area', 'mile', 'away', 'closest', 'news', 'station', 'able', 'receive', 'local', 'channel', 'picture', 'come', 'clear', 'setup', 'easy', 'love', 'product', 'highly', 'recommend', 'others']",4
7167,"['call', 'ol', 'reliable', 'everything', 'closed', 'need']",4
7175,"['reading', 'negative', 'review', 'saying', 'flimsy', 'plastic', 'stand', 'pleasantly', 'surprised', 'spending', 'time', 'setting', 'afternoon', 'found', 'good', 'feature', 'working', 'portrait', 'photo', 'project', 'there', 'many', 'way', 'adjust', 'tweak', 'stand', 'get', 'right', 'lightweight', 'dont', 'think', 'best', 'one', 'best', 'price', 'point', 'probably', 'reflect', 'quality', 'overall', 'like', 'basic', 'yet', 'sturdy', 'cheap', 'enough', 'beginner', 'get', 'job', 'done', 'recommend', 'not', 'looking', 'anything', 'extremely', 'professional']",4
7186,"['deadbolt', 'lock', 'great', 'need', 'lock', 'door', 'handle']",4
7196,"['best', 'buy', 'made', 'year', 'one', 'controller', 'fails', 'stop', 'put', 'charger', 'pick', 'one', 'login', 'keep', 'going']",4
7206,"['roku', 'express', 'definitely', 'faster', 'older', 'roku', 'stick', 'video', 'load', 'quite', 'bit', 'faster']",4
7252,"['well', 'impressed', 'fact', 'remote', 'no', 'volume', 'control', 'not', 'remote', 'no', 'volume', 'control', 'order', 'register', 'spend', 'basic', 'lifetime', 'membership', 'dont', 'tell', 'manage', 'get', 'hooked', 'give', 'credit', 'card', 'not', 'sure', 'keeping']",4
7264,"['powerful', 'pc', 'rust', 'load', 'ultra', 'graphic', 'second', 'get', 'server', 'compared', 'pc', 'would', 'take', 'roughly', 'half', 'hour', 'get', 'waiting', 'pc', 'month', 'order', 'house', 'even', 'though', 'prime', 'might', 'well', 'cancel', 'cause', 'take', 'month', 'anyway', 'free', 'yea', 'came', 'packaged', 'styrofoam', 'wire', 'tucked', 'away', 'nothing', 'disconnected', 'wire', 'managed', 'properly', 'give', 'update', 'month', 'half', 'continued', 'performance']",4
7291,"['great', 'clumsy', 'person']",4
7312,"['traded', 'iphone', 'samsung', 'love', 'phone', 'sound', 'earphone', 'not', 'great', 'one', 'bought', 'past', 'wish', 'better', 'base', 'sound', 'evened', 'sound', 'bit', 'flat']",4
7328,"['sound', 'horrible', 'even', 'setting', 'turned', 'way', 'could', 'barely', 'hear', 'anything', 'led', 'light', 'work', 'tried', 'two', 'different', 'pair', 'multiple', 'different', 'controller', 'two', 'different', 'xbox', 'still', 'result', 'not', 'buy', 'headset']",4
7350,"['disclaimer', 'taken', 'true', 'spin', 'gym', 'shower', 'etc', 'used', 'around', 'house', 'range', 'effected', 'solid', 'object', 'understandable', 'time', 'tell', 'earbuds', 'quite', 'budget', 'friendly', 'option', 'issue', 'love']",4
7353,"['day', 'pleasantly', 'surprised', 'sound', 'quality', 'clean', 'clear', 'pair', 'easy', 'first', 'initial', 'pair', 'take', 'case', 'auto', 'pair', 'phone', 'put', 'maybe', 'hour', 'use', 'cant', 'say', 'much', 'battery', 'life', 'hour', 'used', 'never', 'lost', 'connection', 'made', 'seem', 'dying', 'product', 'page', 'say', 'go', 'hour', 'based', 'quality', 'say', 'could', 'definitely', 'go', 'long', 'also', 'sit', 'comfortably', 'ear', 'lucky', 'didnt', 'change', 'bud', 'stock', 'one', 'came', 'fit', 'perfectly', 'even', 'shook', 'head', 'rather', 'hard', 'didnt', 'fall', 'impressed', 'would', 'recommend', 'picking']",4
7390,"['never', 'like', 'original', 'air', 'pod', 'earbud', 'hard', 'plastic', 'hurt', 'ear', 'never', 'fit', 'right', 'air', 'pod', 'pro', 'come', 'different', 'size', 'tip', 'choose', 'make', 'comfortable', 'perfect', 'fit', 'easy', 'set', 'great', 'feature', 'find', 'air', 'pod', 'pro', 'lose', 'one', 'charge', 'wirelessly', 'charging', 'block', 'also', 'easy', 'use', 'touch', 'feature', 'pause', 'skip', 'ahead', 'go', 'back', 'no', 'one', 'know', 'talking', 'air', 'pod', 'either', 'tell']",4
7393,['ok'],4
7400,"['echo', 'auto', 'great', 'step', 'direction', 'hand', 'free', 'driving', 'invited', 'test', 'device', 'another', 'account', 'family', 'shared', 'account', 'share', 'experience', 'impressed', 'certainly', 'lot', 'improvement', 'need', 'made', 'truly', 'must', 'device', 'cannot', 'compare', 'anker', 'roav', 'viva', 'viva', 'pro', 'not', 'tested', 'sure', 'work', 'well', 'device', 'anker', 'great', 'company', 'pretty', 'sure', 'software', 'issue', 'cannot', 'compare', 'siri', 'also', 'not', 'used', 'much', 'car', 'speak', 'experience', 'alexa', 'auto', 'not', 'echo', 'device', 'home', 'except', 'firesticks', 'alexa', 'remote', 'lucky', 'enough', 'able', 'control', 'device', 'home', 'work', 'alexa', 'echo', 'auto', 'work', 'great', 'controlling', 'home', 'device', 'work', 'alexa', 'voice', 'car', 'move', 'nice', 'able', 'control', 'stuff', 'without', 'physically', 'open', 'application', 'use', 'device', 'simply', 'tell', 'alexa', 'turn', 'whatever', 'device', 'pretty', 'damn', 'seamless', 'zero', 'issue', 'whatsoever', 'controlling', 'device', 'say', 'device', 'already', 'previously', 'setup', 'alexa', 'app', 'installed', 'phone', 'previously', 'even', 'though', 'never', 'really', 'used', 'prior', 'owning', 'echo', 'auto', 'another', 'great', 'feature', 'able', 'tell', 'alexa', 'music', 'play', 'seamless', 'little', 'no', 'problem', 'aside', 'alexa', 'occasionally', 'misunderstanding', 'song', 'asking', 'play', 'rare', 'keep', 'mind', 'default', 'app', 'playing', 'music', 'set', 'within', 'alexa', 'application']",4
7407,"['smaller', 'thinner', 'samsung', 'charger', 'half', 'price', 'great', 'package', 'update', 'stopped', 'working', 'month']",4
7411,"['love', 'alexa', 'car', 'everything', 'echo', 'dot', 'home', 'convenient', 'add', 'shopping', 'list', 'add', 'reminder', 'something', 'check', 'calendar', 'driving', 'course', 'still', 'play', 'music', 'game', 'tell', 'joke', 'read', 'book', 'long', 'trip', 'not', 'love']",4
7424,"['first', 'wireless', 'charger', 'happier', 'charge', 'fast', 'factory', 'charger', 'came', 'phone', 'pad', 'design', 'easy', 'use', 'lay', 'phone', 'top', 'forget', 'small', 'enough', 'take', 'lot', 'room', 'desk']",4
7425,"['look', 'great', 'needed']",4
7433,"['thing', 'indestructible', 'dropped', 'many', 'time', 'rolled', 'roof', 'even', 'still', 'work', 'perfectly']",4
7440,"['worthy', 'name']",4
7462,"['received', 'echo', 'auto', 'released', 'public', 'signed', 'first', 'announced', 'several', 'month', 'received', 'invite', 'setup', 'easy', 'connects', 'automatically', 'phone', 'car', 'via', 'bluetooth', 'every', 'time', 'never', 'missed', 'surprise', 'added', 'bonus', 'switch', 'two', 'car', 'without', 'going', 'reset', 'one', 'car', 'honda', 'nissan', 'never', 'expected', 'lot', 'home', 'automation', 'unlock', 'front', 'door', 'open', 'garage', 'turn', 'street', 'well', 'turn', 'light', 'set', 'home', 'temperature', 'turn', 'tv', 'listen', 'music', 'news', 'add', 'shopping', 'list', 'get', 'driving', 'direction', 'ask', 'question', 'happier', 'chose', 'optional', 'air', 'vent', 'mount', 'showing', 'listing', 'option', 'search', 'echo', 'auto', 'air', 'vent', 'mount', 'show']",4
7481,"['exactly', 'looking']",4
7489,"['able', 'change', 'light', 'switch', 'pretty', 'straight', 'forward', 'granted', 'not', 'best', 'difficult', 'install', 'problem', 'came', 'wire', 'box', 'lot', 'wire', 'already', 'inside', 'work', 'excellently', 'switch', 'responsive']",4
7493,"['every', 'switch', 'need', 'good', 'group', 'gaming', 'party', 'kid', 'etc', 'honestly', 'would', 'weird', 'switch', 'game', 'compared', 'previous', 'version', 'many', 'character', 'no', 'story', 'mode', 'much', 'better', 'online', 'play', 'online', 'cheap']",4
7508,"['extremely', 'easy', 'install', 'picture', 'tv', 'better', 'cable']",4
7511,"['not', 'sure', 'many', 'people', 'issue', 'getting', 'sensor', 'work', 'mine', 'worked', 'flawlessly', 'every', 'time', 'installation', 'easy', 'took', 'no', 'minute', 'app', 'work', 'great', 'every', 'time', 'never', 'fails', 'recommended', 'everyone', 'especially', 'sister', 'want', 'cancel', 'vivint', 'subscription']",4
7512,"['least', 'work', 'switch']",4
7517,"['mean', 'paper', 'dya', 'want']",4
7518,"['ordered', 'husband', 'tough', 'phone', 'previous', 'phone', 'many', 'scratch', 'scrape', 'screen', 'protector', 'not', 'protects', 'phone', 'surface', 'damage', 'recently', 'protected', 'fall', 'would', 'shattered', 'screen', 'product', 'not', 'glass', 'screen', 'protector', 'cracked', 'husband', 'phone', 'damage', 'free', 'highly', 'recommend', 'product', 'safety', 'iphone', 'screen', 'no', 'matter', 'phone', 'case', 'may']",4
7548,"['boot', 'quickly', 'however', 'apps', 'freeze', 'constantly', 'drop', 'wifi', 'connection', 'forever', 'turning', 'wifi', 'reconnect', 'even', 'though', 'set', 'auto', 'connect', 'not', 'setting', 'wifi', 'problem', 'phone', 'tv']",4
7561,"['great', 'deal', 'quality', 'soundbar', 'want', 'real', 'pop', 'need', 'sub', 'buy', 'optical', 'cable', 'come', 'one']",4
7566,"['earbuds', 'excellent', 'sound', 'quality', 'especially', 'price', 'easy', 'use', 'instruction', 'clear', 'four', 'size', 'silicone', 'earpiece', 'choose', 'used', 'phone', 'call', 'yet', 'playing', 'music', 'nice', 'turn', 'volume', 'high', 'phone', 'anything', 'get', 'nice', 'sound', 'easy', 'charge', 'come', 'charging', 'cable', 'case', 'earpiece', 'tip', 'strap', 'put', 'case', 'around', 'neck', 'needed', 'would', 'definitely', 'recommend']",4
7573,['juegazo'],4
7598,"['sound', 'quality', 'noise', 'cancellation', 'good']",4
7607,"['bought', 'old', 'car', 'handsfree', 'using', 'navigation', 'call', 'pro']",4
7622,"['work', 'great', 'app', 'alexa', 'need', 'enhancement', 'alexa', 'app', 'ariz', 'every', 'third', 'time', 'also', 'no', 'way', 'set', 'schedule', 'make', 'sure', 'door', 'locked', 'not', 'around', 'say', 'unavailable', 'alexa', 'group']",4
7625,"['sound', 'amazing', 'easy', 'use', 'married', 'phone', 'comfortable', 'side', 'pod', 'battery', 'last', 'hour', 'charge', 'fast', 'also', 'charge', 'case', 'away', 'plug', 'stay', 'put', 'worry', 'falling', 'ear', 'thanks', 'apple']",4
7630,"['great', 'headphone', 'kid']",4
7642,"['good', 'value']",4
7679,"['slowly', 'moved', 'kasa', 'smart', 'home', 'device', 'hundred', 'dollar', 'got', 'new', 'faster', 'internet', 'modem', 'router', 'everything', 'moved', 'seamlessly', 'except', 'kasa', 'tp', 'lynk', 'tried', 'customer', 'service', 'twice', 'useless', 'kasa', 'device', 'not', 'work', 'one', 'minute', 'disappear', 'next', 'minute', 'reachable', 'app', 'opposed', 'voice', 'next', 'minute', 'work', 'device', 'still', 'laying', 'around', 'work', 'fine', 'vesync', 'leviton', 'sonos', 'system', 'work', 'fine', 'elf', 'camera', 'work', 'fine', 'issue', 'kasa', 'non', 'existent', 'customer', 'service', 'never', 'never', 'never']",4
7681,"['tripod', 'sheared', 'pad', 'tripod', 'bottom', 'leg', 'item', 'one', 'leg', 'support', 'jolted', 'torn', 'loose']",4
7691,"['item', 'seems', 'durable', 'really', 'used', 'yet', 'received', 'christmas', 'gift']",4
7710,"['bought', 'one', 'using', 'mom', 'sound', 'awesome', 'one', 'many', 'bose', 'product', 'used', 'still', 'impressed', 'thing', 'great', 'portability', 'long', 'lasting', 'battery', 'small', 'easy', 'carry', 'also', 'carry', 'case', 'one', 'mom', 'mostly', 'use', 'mine', 'around', 'home', 'easy', 'grab', 'one', 'room', 'set', 'next', 'room', 'also', 'powerful', 'enough', 'pump', 'clear', 'sound', 'main', 'area', 'house', 'quite', 'large', 'lofted', 'ceiling']",4
7715,"['building', 'trying', 'several', 'brand', 'bought', 'dji', 'spark', 'fell', 'love', 'drone', 'entered', 'market', 'checked', 'every', 'box', 'quick', 'purchase', 'far', 'expensive', 'drone', 'ever', 'purchased', 'get', 'pay', 'quality', 'drone', 'video', 'photo', 'best', 'best', 'drone', 'market']",4
7722,"['came', 'pictured', 'well', 'made', 'best', 'priced', 'im', 'glad', 'purchased', 'saved', 'alot', 'money', 'instead', 'buying', 'best', 'buy']",4
7742,"['like', 'use', 'car', 'every', 'single', 'day', 'change', 'siriusxm', 'station', 'general', 'question', 'like', 'app', 'integrate', 'waze', 'tell', 'take', 'somewhere', 'biggest', 'issue', 'change', 'wake', 'word', 'half', 'time', 'get', 'car', 'actually', 'go', 'bluetooth', 'manually', 'connect', 'phone', 'instead', 'connecting', 'every', 'single', 'time', 'like', 'clockwork', 'sometimes', 'also', 'tell', 'connect', 'right', 'asked', 'question', 'connects', 'need', 'stability', 'issue', 'corrected']",4
7745,"['headphone', 'everything', 'require', 'clearly', 'spend', 'much', 'money', 'get', 'better', 'quality', 'sound', 'looking', 'reasonable', 'sound', 'watching', 'youtube', 'news', 'broadcast', 'etc', 'pleased', 'set', 'cowin', 'easy', 'use', 'control', 'comfortable', 'fit', 'ear', 'compact', 'storage', 'travel', 'feature', 'appreciated', 'headphone', 'past', 'several', 'month']",4
7751,"['overall', 'headphone', 'work', 'well', 'noise', 'reduction', 'decent', 'even', 'without', 'active', 'circuit', 'comfortable', 'enough', 'wear', 'time', 'opinion', 'sound', 'quality', 'better', 'noise', 'reduction', 'nr', 'circuit', 'circuit', 'bass', 'boomy', 'make', 'overall', 'sound', 'bit', 'muddy', 'shadow', 'element', 'music', 'nr', 'bass', 'tighter', 'well', 'defined', 'even', 'equalization', 'punchy', 'bass']",4
7764,"['love', 'picture', 'quality', 'used', 'handful', 'time', 'main', 'neck', 'hold', 'ring', 'already', 'falling', 'learning', 'incredibly', 'frustrating', 'expensive', 'product', 'expect', 'stand', 'straight', 'every', 'time', 'use']",4
7766,"['awesome', 'product', 'lay', 'phone', 'across', 'charge', 'really', 'quickly']",4
7800,"['bought', 'code', 'black', 'friday', 'online', 'voucher', 'month', 'p', 'code', 'already', 'used', 'ridiculous']",4
7805,"['great', 'product']",4
7806,"['hand', 'best', 'controller', 'ever', 'used', 'used', 'multitude', 'controller', 'p', 'p', 'p', 'xbox', 'one', 'wii', 'gamecube', 'far', 'best', 'button', 'comfortable', 'press', 'get', 'cramped', 'binge', 'session', 'zelda', 'issue', 'turn', 'console', 'really', 'important']",4
7808,"['easy', 'use']",4
7815,"['wanted', 'verification', 'door', 'open', 'closed', 'wanted', 'google', 'assistant', 'integration', 'google', 'assistant', 'integration', 'requires', 'account', 'admitted', 'low', 'fee', 'still', 'monthly', 'payment', 'figured', 'enabling', 'myq', 'notification', 'would', 'basically', 'wanted', 'no', 'google', 'integration', 'ok', 'made', 'clear', 'purchase']",4
7829,"['probably', 'biggest', 'disappointment', 'purchase', 'ever', 'amazon', 'get', 'work', 'reboot', 'entire', 'phone', 'try', 'time', 'pain', 'set', 'well', 'took', 'day', 'fighting', 'get', 'work', 'work', 'computer', 'living', 'eventually', 'delete', 'remote', 'already', 'connected', 'add', 'back', 'get', 'add', 'not', 'mention', 'pay', 'get', 'work', 'smart', 'device', 'nothing', 'else', 'home', 'pay', 'service', 'save', 'money', 'get', 'something', 'else']",4
7841,"['bright', 'color', 'nice', 'not', 'overpowering', 'trying', 'game']",4
7869,"['switch', 'priced', 'nobody', 'else', 'one']",4
7881,"['great', 'deal']",4
7889,"['day', 'ownership', 'started', 'issue', 'sound', 'quality', 'requiring', 'disconnect', 'product', 'allow', 'reboot', 'must', 'reboot', 'twice', 'week', 'understand', 'sound', 'quality', 'one', 'rating', 'question', 'another', 'mystery', 'amazon', 'need', 'clear']",4
7896,['use'],4
7942,"['first', 'test', 'little', 'bluetooth', 'unit', 'flight', 'nyc', 'hong', 'kong', 'not', 'last', 'entire', 'flight', 'granted', 'listening', 'whole', 'time', 'still', 'pairing', 'also', 'super', 'easy', 'sony', 'noise', 'canceling', 'headphone', 'able', 'get', 'pair', 'first', 'try', 'not', 'expect', 'since', 'flight', 'part', 'carry', 'used', 'number', 'different', 'application', 'like', 'broadcasting', 'non', 'bluetooth', 'tv', 'air', 'pod', 'quiet', 'listening', 'amazing', 'lost', 'would', 'immediately', 'replace']",4
7943,"['great', 'little', 'speaker']",4
7957,"['speaker', 'size', 'way', 'small', 'give', 'real', 'bass', 'instead', 'look', 'speaker', 'loud', 'noticed', 'small', 'speaker', 'sort', 'dim', 'volume', 'base', 'hit', 'probably', 'becase', 'run', 'battery', 'not', 'enough', 'power', 'keep', 'constance', 'bass', 'save', 'money', 'get', 'oontz', 'angle', 'enhanced', 'must', 'unreal', 'bass', 'look', 'one', 'except', 'list']",4
7961,"['no', 'issue', 'worked', 'great', 'exoensive', 'sony', 'need', 'reduce', 'price']",4
7969,"['work', 'perfectly', 'easily', 'installed']",4
7977,"['absolutely', 'best', 'bud', 'ever', 'owned', 'think', 'pricey', 'get', 'money', 'worth']",4
7999,"['fantastic', 'product', 'really', 'well', 'made', 'great', 'packaging', 'well', 'written', 'instruction', 'even', 'came', 'template', 'wall', 'bonus', 'hdmi', 'cable']",4
8008,"['reportedly', 'comfortable', 'no', 'complaint', 'kid', 'user', 'would', 'say', 'work', 'best', 'kid']",4
8013,"['paper', 'actually', 'really', 'useful', 'jam', 'printer', 'toner', 'ink', 'seem', 'smudge', 'considering', 'extremely', 'low', 'expectation', 'product', 'quality', 'much', 'higher', 'would', 'think', 'would', 'actually', 'recommend', 'paper', 'anyone', 'looking', 'buy', 'would', 'buy', 'needed', 'sometime', 'future']",4
8016,"['quiet', 'machine', 'easy', 'setup', 'came', 'quickly', 'detailed', 'instruction', 'blew', 'expectation', 'thought', 'going', 'get', 'downside', 'mouse', 'button', 'little', 'flimsy', 'mine', 'came', 'pushed', 'overall', 'great', 'product']",4
8022,"['researching', 'month', 'decided', 'try', 'tozo', 'earbuds', 'feature', 'made', 'choose', 'particular', 'pair', 'small', 'size', 'exchangeable', 'pad', 'could', 'not', 'believe', 'easy', 'change', 'pad', 'link', 'bud', 'iphone', 'x', 'beyond', 'easy', 'sound', 'quality', 'perfect', 'feel', 'excellent', 'choice', 'need', 'thank', 'developing', 'great', 'product', 'side', 'note', 'tozo', 'packaging', 'product', 'streamlined', 'well', 'direction', 'quite', 'impressed']",4
8024,"['product', 'work', 'advertised', 'maybe', 'even', 'better', 'software', 'issue', 'time', 'top', 'immediately', 'fix', 'great', 'customer', 'service', 'replace', 'unit', 'flaw', 'no', 'question', 'asked', 'love', 'wyze']",4
8045,"['perfect', 'fit', 'phone', 'also', 'no', 'bubble']",4
8050,"['made', 'huge', 'mistake', 'part', 'code', 'work', 'looked', 'account', 'realized', 'read', 'date', 'wrong', 'good', 'dec', 'th', 'thanks', 'amazon']",4
8058,"['not', 'like']",4
8062,"['kid', 'loved']",4
8066,"['que', 'ma', 'podrias', 'pedir', 'de', 'un', 'juego', 'de', 'smash', 'simplemente', 'el', 'mejor', 'juego', 'de', 'switch', 'en', 'mi', 'opinion', 'llego', 'el', 'dia', 'de', 'lanzamiento', 'todo', 'perfecto']",4
8069,"['received', 'saturday', 'super', 'fast', 'considering', 'going', 'dtr', 'played', 'whole', 'weekend', 'love', 'wanted', 'grey', 'received', 'color', 'one', 'sent', 'card', 'apology', 'thoughtful', 'happy', 'get', 'one', 'cause', 'gone', 'store', 'little', 'pricey', 'pinched', 'could', 'worth']",4
8078,"['sound', 'crisp', 'clear', 'like', 'would', 'expect', 'bose']",4
8114,"['much', 'better', 'original', 'airpods']",4
8124,"['bought', 'two', 'year', 'ago', 'happier', 'use', 'one', 'desk', 'daily', 'listen', 'podcasts', 'charging']",4
8148,"['nice', 'product', 'waterproofing', 'life', 'standard', 'case', 'charge', 'earbuds', 'quickly', 'charge', 'quickly', 'feel', 'nice', 'ear', 'fall', 'easily', 'problem', 'button', 'function', 'allow', 'pause', 'play', 'music', 'no', 'way', 'change', 'song', 'double', 'clicking', 'button', 'typically', 'headset', 'controller', 'quickly', 'found', 'redials', 'last', 'number', 'called', 'strange', 'reason', 'also', 'cannot', 'change', 'function', 'button', 'geared', 'toward', 'phonecalls', 'not', 'music']",4
8189,"['completely', 'happy', 'satisfied', 'smart', 'switch', 'first', 'bought', 'one', 'test', 'week', 'use', 'bought', 'second', 'one', 'control', 'ceiling', 'fan', 'not', 'handyman', 'whatsoever', 'installation', 'quick', 'easy', 'app', 'guide', 'step', 'step', 'useful', 'would', 'highly', 'recommend', 'smart', 'light', 'switch', 'tp', 'link', 'anyone', 'wanting', 'turn', 'home', 'smart', 'one']",4
8190,"['using', 'gaming', 'distance', 'learning']",4
8204,"['arrived', 'fast', 'great', 'deal', 'surpassed', 'expectation', 'definitely', 'buying', 'memory', 'card']",4
8212,"['option', 'remote', 'would', 'nice', 'work']",4
8228,"['set', 'work', 'really', 'well', 'little', 'big', 'everyone', 'said', 'able', 'hear', 'clearly']",4
8261,"['headphone', 'arrived', 'exactly', 'described', 'used', 'nintendo', 'switch', 'playstation', 'without', 'problem', 'sound', 'quality', 'excellent', 'excellent', 'buy', 'money']",4
8280,"['great', 'speaker']",4
8285,"['surprisingly', 'great', 'audio', 'quality', 'comfortable', 'ear', 'look', 'super', 'cool', 'plugging', 'pc', 'also', 'work', 'console', 'really', 'good', 'deal', 'sweet', 'addition', 'set', 'not', 'looking', 'break', 'bank', 'still', 'want', 'effeciency']",4
8298,"['relieved', 'easy', 'set', 'pixel', 'smartphone', 'turn', 'bluetooth', 'phone', 'look', 'detected', 'sure', 'enough', 'icon', 'tozo', 'show', 'click', 'pair', 'even', 'confirms', 'pairing', 'trouble', 'free', 'easy', 'full', 'charge', 'using', 'audible', 'app', 'fitness', 'tracker', 'outdoor', 'temperature', 'degree', 'earbuds', 'lasted', 'two', 'hour', 'minute', 'upon', 'requested', 'charge', 'not', 'bad']",4
8305,"['son', 'got', 'camera', 'trip', 'overseas', 'perfect', 'action', 'part', 'adventure', 'like', 'gliding', 'scuba', 'diving', 'image', 'video', 'quality', 'great', 'price', 'overall', 'would', 'recommend']",4
8322,['buy'],4
8328,"['used', 'gym', 'time', 'worked', 'perfect', 'not', 'slip', 'putting', 'right', 'sleeve', 'multiple', 'sleeve', 'came', 'package', 'find', 'best', 'fit', 'great', 'noise', 'cancelling', 'feature', 'world', 'clean', 'sound', 'great', 'voice', 'activation', 'call', 'tried', 'two', 'brand', 'one', 'le', 'expensive', 'one', 'expensive', 'far', 'superior']",4
8346,"['finally', 'wireless', 'earbuds', 'fit', 'small', 'ear', 'love', 'sound', 'quality', 'good', 'sometimes', 'noise', 'cancellation', 'feature', 'good', 'like', 'someone', 'approach', 'behind', 'scare', 'half', 'death', 'love', 'pink', 'know', 'teenage', 'son', 'leave', 'alone']",4
8352,"['headphone', 'great', 'anc', 'work', 'well', 'love', 'wireless', 'wired', 'great', 'flight', 'use', 'bt', 'device', 'wired', 'plane', 'seat', 'back', 'entertainment']",4
